Name,RegID,Status,ClinicName,Link
Nagham Al-Sahaf,116178,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116178
Wiam Al-Saidi,119294,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119294
Chaoukat Alsakati,503009,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503009
Hala Alsakka,14276,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14276
Nadheer Al-Salami,110637,Member,Dental Arts Building,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110637
Arwa Alsalem,502044,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502044
Mohammed Al-Salihi,118034,Member,Cambridge Centre Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118034
Mustafa Al-Salihi,123722,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123722
Zeena Alsalman,106733,Member,Green Meadows Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106733
Tariq Alsalous,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95383
Wisam Al-Samaan,501736,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501736
Abeer Al-Samak,114690,Member,Red Rose Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114690
Sheema Al-Samarrae,76689,Member,The Teal Umbrella Dental Healthcare,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76689
Humam Alsamawi,108014,Member,Ballantrae Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108014
Anas Alsayouti,122219,Member,Connexion Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=122219
Alyaa Al-Shadeedi,108960,Member,Trio Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108960
Raouf Alshahwany,84613,Member,Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84613
Dhifaf Al-Shakarchi,504340,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504340
Mohammed Al-Shakarchi,109869,Member,Fairview Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109869
Genan Al-Shakhly,112706,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112706
Jamal Alshakiry,110832,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110832
Firas Al-Shalabi,500941,Member,Queen's Plate Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=500941
Yusir Al-Shammaa,112893,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112893
Mustafa Al-Shareefi,119723,Member,Erin Mills Smiles Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119723
Mustafa Al-Shareefi,502041,Member,Smile Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502041
Rola Alshawaf,121104,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121104
Rasha Alshibani,110693,Member,Aldershot Village Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110693
Ulla Al-Shiekhly,504410,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504410
Fadi Alshikh Ahmad Kheder,107996,Member,Peterborough Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=107996
Fanar Al-Shouk,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115024
Ghada Al-Shurafa,53110,Member,Westheights Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53110
Janet Alsip,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11535
Ammar Al-Siraj,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114746
Noura Al-Sufyani,68890,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68890
Jumanah Al-Sumairi,502304,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502304
Ahmad Al-Tabatabaee,116112,Member,White Cedar Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116112
Mothana Al-Taee,95403,Member,Heron Park Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95403
Asma Altaf,97047,Member,Smiles For Miles Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97047
Rana Al-Taie,114806,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114806
Hazem Al-Tajjar,106108,Member,Dalewood Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106108
Nagham Altalib,108049,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108049
Mohammad Al-Tamimi,502012,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502012
Rasha Al-Taweel,150654,Member,Kanata Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150654
Zahraa Al-Tbaina,113934,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113934
Catalena Alter,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9539
Paul Alter,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9573
Brian Altman,10349,Member,Dentistry at FCP,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10349
Jaclyn Altman,55777,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55777
Marc Altman,35915,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=35915
Morris Altman,7403,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7403
Bryan Altshuller,12266,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12266
Gurkan Altuna,9100,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9100
Asuncion Alvarado,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14154
Bertita Alvarado,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150717
Emanual Alvaro,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80169
Nyresa Alves,96777,Member,Hess Village Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96777
Sarah Alves,117051,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117051
Saif AlWakeel,504380,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504380
Jihan Al-Wakeel,119619,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119619
Zina Alwash,92174,Member,Royal Crest Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92174
Mahmoud Aly,501715,Member,Oasis Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501715
Mohamed Aly,119290,Member,Beehive Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119290
Abdulmalak Alyahya,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85765
Ahmed Al-Yasiri,110195,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110195
Naofal Al-Yassi,56435,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=56435
Kifah Alyassin,109592,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109592
Noor Alzamani,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100943
Aseel Al-Zhari,95882,Member,Centennial Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95882
Kutaiba Alzohaili,121855,Member,Zohaili Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121855
Rana Amache,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150731
Fardeen Aman,109113,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109113
Rabiya Aman,501817,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501817
Ness Amano,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10630
Amrita Amarnaney,119583,Member,Trafalgar Ridge Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119583
Samantha Amaro,93371,Member,MINT Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=93371
Davide Amato,11800,Member,Downtown Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11800
Roberto Amato,101062,Member,River Towne Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101062
Reem Amayem,503229,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503229
Haytham Amayri,110638,Member,Downtown Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110638
Lucia Ambrochi,53176,Member,Middlesex-London District Health Unit,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53176
Kasimir Ambrozaitis,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6706
Melissa Amburle,120734,Member,Ancaster Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120734
Paritosh Amburle,120766,Member,Ancaster Endodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120766
Sarath Amerasinghe,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106364
Harry Ames,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=60241
Alpna Amin,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14236
Mohak Amin,504627,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504627
Neda Amin,102485,Member,Estrabillo Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=102485
Negin Amin,102542,Member,Caledonia Smiles Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=102542
Sara Amini,84697,Member,Upper Beaches Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84697
Alireza Aminikhah,502786,Member,Dawson Dental Centre - North Bay,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502786
Roya Aminnezhad,112312,Member,Finch West Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112312
Ebrahim Aminsalehi,105992,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105992
Peyvand Aminsalehi,503773,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503773
Pourya Aminsalehi,505253,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505253
Niloufar Amintavakoli,85021,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85021
Kevin Aminzadeh,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85120
Rehan Amir,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150074
Gita Amiri Moghadam,101147,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101147
Maryam Amjadian,106595,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106595
Monika Amlani,72848,Member,Fashion District Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72848
Shelina Amlani,11767,Member,Barrhaven Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11767
Wasan Amornsang,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=54781
Harry Amos,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8849
Jessica Amos,84698,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84698
#NAME?,505161,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505161
Mansi Amrutiya,504859,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504859
Saarah Amuthan,123163,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123163
Adriana Amzar,88395,Member,Gilmour Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88395
Junhyun An,123139,Member,Woodlawn Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123139
Vivian An,501859,Member,West Humber Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501859
Arun Anand,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502525
Harpaul Anand,58979,Member,Springdale Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58979
Sandeep Anand,503080,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503080
Sumedha Anand,150462,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150462
Chitra Anandani,501843,Member,Bramwest Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501843
Joshua Ananthan,109114,Member,Endodontic Solutions,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109114
Neville Ananthan,9599,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9599
Noel Ananthan,10684,Member,Dental Studio Streetsville,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10684
Veena Ananthasayanam,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116359
Ross Anapolle,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61525
Aaron Anastacio,123587,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123587
Louis Anastasiadis,8850,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8850
Karina Anaya,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=35853
Sharon Anbar,13492,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13492
Christopher Anco,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11860
Ronald Anco,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5930
Fabrizio Andaloro,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76222
Joseph Andary,10472,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10472
John Anders,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4985
Alida Andersen,80431,Member,The Richmond Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80431
Allan Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5799
Brenda Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10685
Bruce Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=57286
David Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7186
Donald Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5659
Edward Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6208
Farel Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6074
Greg Anderson,10686,Member,RCDSO,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10686
James Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7564
James Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9374
Jillian Anderson,117538,Member,South London Dental Care Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117538
Kenneth Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10860
Mariela Anderson,12397,Member,Stratford Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12397
Norman Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4478
Philip Anderson,92230,Member,Capitol Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92230
Richard Anderson,76761,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76761
Ross Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8753
Scott Anderson,13035,Member,DMS Management,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13035
Steven Anderson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13150
Angela Anderson-LaBute,10945,Member,Windsor Smiles Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10945
Lynn Andoseh,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81297
