Name,RegID,Status,ClinicName,Link,Specialty,PrimaryPractice,PPAddress,city
Marc Brenner,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9072,NA,NA,NA,NA
Douglas Brereton,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13798,NA,NA,NA,NA
Thomas Brereton,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8057,NA,NA,NA,NA
Seymour Bresalier,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5676,NA,NA,NA,NA
Adriano Brescacin,504652,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504652,NA,NA,"167 Elgin St Main Floor, Sault Ste. Marie, ON, CA, P6A 2Y7",Sault Ste. Marie
Jeffrey Bresler,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13204,NA,NA,NA,NA
Franco Bressan,11546,Member,Family Dentistry in Maple,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11546,NA,Family Dentistry in Maple,"10083 Keele St B2, Maple, ON, CA, L6A 3Y8",Maple
Rachel Bressler,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119988,NA,NA,NA,NA
Pierre Breton,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8465,NA,NA,NA,NA
Peter Brett,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8760,NA,NA,NA,NA
Gary Dan Bretzler,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6226,NA,NA,NA,NA
Ritesh Briah,123388,Member,Harmony Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123388,NA,Harmony Dental Care,"766 Taunton Rd E #D8, Oshawa, ON, CA, L1H 7K5",Oshawa
Larissa Briante,150461,Member,Courtice Corners Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150461,NA,Courtice Corners Dental,"2727 Courtice Rd #B3, Courtice, ON, CA, L1E 3A2",Courtice
Wilmar Briceno Bohorquez,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120920,NA,NA,NA,NA
Leslie Brickman,9869,Member,Rosebury Square Dental Place,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9869,NA,Rosebury Square Dental Place,"145F Marlee Ave, Toronto, ON, CA, M6B 3H3",Toronto
Karen Bridge,104975,Member,Lakeview Dental Services,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104975,NA,Lakeview Dental Services,"736 Queen St, Kincardine, ON, CA, N2Z 1Z7",Kincardine
The Bridge,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150295,NA,NA,NA,NA
John Bridges,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8017,NA,NA,NA,NA
Nicole Brien,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13817,NA,NA,NA,NA
Ronald Brierley,13515,Member,McLaughlin Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13515,NA,McLaughlin Dental Centre,"360 Mary St W, Lindsay, ON, CA, K9V 0K9",Lindsay
David Brill,10697,Member,Brill Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10697,NA,Brill Dental,"1017 Bloor St W, Toronto, ON, CA, M6H 1M1",Toronto
Jeffrey Brill,11597,Member,South Bolton Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11597,NA,South Bolton Dental Centre,"40 McEwan Dr E #5, Bolton, ON, CA, L7E 2Y3",Bolton
Robert Brill,4492,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4492,NA,NA,NA,NA
Brandon Brillon,104976,Member,Oakridge Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104976,NA,Oakridge Family Dental,"747 Hyde Park Rd #120, London, ON, CA, N6H 3S3",London
Paul Brinda,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7414,NA,NA,NA,NA
John Brisley,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6088,NA,NA,NA,NA
Gilles Brissette,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9237,NA,NA,NA,NA
Robert Brissette,11186,Member,Wheatley Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11186,NA,Wheatley Dental,"17 Erie St S PO Box 358, Wheatley, ON, CA, N0P 2P0",Wheatley
Caroline Brisson,14134,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14134,NA,NA,"3848 Innes Rd #101, Ottawa, ON, CA, K1W 0C8",Ottawa
Gregory Brittain,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11739,NA,NA,NA,NA
Charles Britton,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97676,NA,NA,NA,NA
James Britton,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5677,NA,NA,NA,NA
Jonathan Britton,49962,Member,Britton Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49962,Orthodontist,Britton Orthodontics,"3450 Dundas St #B14, Burlington, ON, CA, L7M 4B8",Burlington
Bozidar Brkovic,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71630,NA,NA,NA,NA
Blair Broaderip,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8244,NA,NA,NA,NA
Jean-Francois Brochu,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50613,NA,NA,NA,NA
John F Brock,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3225,NA,NA,NA,NA
Ian Brockhouse,9000,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9000,NA,NA,"121 Hatt St, Dundas, ON, CA, L9H 2G5",Dundas
Donna Brode,7854,Member,Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7854,NA,Family Dentistry,"3075 Forest Glade Dr, Windsor, ON, CA, N8R 1W6",Windsor
Charles Brodie-Brockwell,7154,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7154,NA,NA,NA,NA
Alexander Brodsky,12036,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12036,NA,NA,"9631 Yonge St #6, Richmond Hill, ON, CA, L4C 0M5",Richmond Hill
Amanda Brody,55639,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55639,NA,NA,"2920 Dufferin St #102, Toronto, ON, CA, M6B 3S8",Toronto
Leonard Brody,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7142,NA,NA,NA,NA
Eugenia Brokalakis,67711,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=67711,NA,NA,"12049 Tecumseh Rd E #5, Tecumseh, ON, CA, N8N 1M1",Tecumseh
Ralph Brooke,7382,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7382,NA,NA,NA,NA
James Brookfield,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6992,NA,NA,NA,NA
Barry Brooks,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5806,NA,NA,NA,NA
Brent Brooks,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10058,NA,NA,NA,NA
Patricia Brooks,96920,Member,"Princess Margaret Hospital - Department of Dentistry, Maxillofacial & Ocular Prosthetics",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96920,"Oral Pathologist
 Practitioner in Oral Medicine","Princess Margaret Hospital - Department of Dentistry, Maxillofacial & Ocular Prosthetics","610 University Ave #2-933 Dental Oncology & Maxillofacial Prosthetics, Toronto, ON, CA, M5G 2M9",Toronto
Stephen Brooks,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9381,NA,NA,NA,NA
Regina Bross,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11292,NA,NA,NA,NA
Isabelle Brosseau,52937,Member,Apple's Portobello Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=52937,NA,Apple's Portobello Dental Clinic,"1968 Portobello Blvd #4, Orleans, ON, CA, K4A 4E7",Orleans
Johanne Brosseau,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11392,NA,NA,NA,NA
Douglas Brothwell,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13104,NA,NA,NA,NA
George Browes,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5678,NA,NA,NA,NA
Alan Brown,4815,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4815,NA,NA,NA,NA
Allan Brown,3970,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3970,NA,NA,NA,NA
C. R. Brown,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6089,NA,NA,NA,NA
David Brown,7415,Member,Alton Village Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7415,NA,Alton Village Dental,"4521 Dundas St #F3, Burlington, ON, CA, L7M 5B4",Burlington
David Brown,10327,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10327,Orthodontist,NA,"29 Eagle St, Newmarket, ON, CA, L3Y 1J2",Newmarket
Emily Brown,105064,Member,Chesley Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105064,NA,Chesley Dental,"40 First Ave S PO Box 89, Chesley, ON, CA, N0G 1L0",Chesley
Ernest Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5175,NA,NA,NA,NA
Gerald Brown,5940,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5940,NA,NA,NA,NA
Grant Brown,11598,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11598,NA,NA,"1515 Rebecca St #201, Oakville, ON, CA, L6L 5G8",Oakville
Heather Brown,13045,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13045,NA,NA,"1400 St Laurent Blvd #107, Ottawa, ON, CA, K1K 4H4",Ottawa
James Brown,6384,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6384,NA,NA,"1400 St Laurent Blvd #107, Ottawa, ON, CA, K1K 4H4",Ottawa
Joseph Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8531,NA,NA,NA,NA
Kevin Brown,10120,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10120,NA,NA,"5011 Hwy #7 E, Unionville, ON, CA, L3R 1N1",Unionville
Kevin Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50359,NA,NA,NA,NA
Lancelot Brown,11743,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11743,NA,NA,"40 Scollard St #201, Toronto, ON, CA, M5R 3S1",Toronto
Martin Brown,10698,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10698,NA,NA,NA,NA
Maurice Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4229,NA,NA,NA,NA
Melvin Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6052,NA,NA,NA,NA
Peter Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6385,NA,NA,NA,NA
Rebecca Brown,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150301,NA,NA,NA,NA
Robert Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3730,NA,NA,NA,NA
Robert Brown,8335,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8335,NA,NA,"33 City Centre Dr #145, Mississauga, ON, CA, L5B 2N5",Mississauga
Ronald Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7531,NA,NA,NA,NA
Samuel Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4900,NA,NA,NA,NA
Scott Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11394,NA,NA,NA,NA
Stephanie Brown,92177,Member,Midtown Toronto Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92177,NA,Midtown Toronto Dentistry,"401-1849 Yonge St, Toronto, ON, CA, M4S 1Y2",Toronto
Stephen Brown,8635,Member,Chesley Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8635,NA,Chesley Dental,"40 First Ave S PO Box 89, Chesley, ON, CA, N0G 1L0",Chesley
Steve Brown,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150045,NA,NA,NA,NA
Steven Brown,9131,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9131,NA,NA,"40 First Ave S PO Box 89, Chesley, ON, CA, N0G 1L0",Chesley
Thomas Brown,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4316,NA,NA,NA,NA
Timothy Brown,55755,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55755,NA,NA,"107 Huron St, Woodstock, ON, CA, N4S 6Z6",Woodstock
Zoe Brown,100947,Member,Toothworks Brookfield Place Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100947,NA,Toothworks Brookfield Place Dental,"181 Bay St #C330, Toronto, ON, CA, M5J 2T3",Toronto
Martha Brown Truncale,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84579,NA,NA,NA,NA
Victoria Browne,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8238,NA,NA,NA,NA
Michael Browning,9977,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9977,NA,NA,"2169 Sixth Line #1, Oakville, ON, CA, L6H 3X2",Oakville
Meredith Brownlee,110823,Member,The Bloor Clinic Toronto Dental Specialty Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110823,Oral Radiologist,The Bloor Clinic Toronto Dental Specialty Group,"3250 Bloor St W East Tower #112 & 115, Toronto, ON, CA, M8X 2X9",Toronto
Carl Brownstein,7161,Member,Merivale Mall Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7161,NA,Merivale Mall Dental Office,"1642 Merivale Rd #390, Nepean, ON, CA, K2G 4A1",Nepean
Philip Brownstein,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6731,NA,NA,NA,NA
Michelle Broydell,13818,Member,Community Healthcaring Kitchener Waterloo,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13818,NA,Community Healthcaring Kitchener Waterloo,"44 Francis St S, Kitchener, ON, CA, N2G 2A2",Kitchener
Mila Brozovic-Makovsek,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11778,NA,NA,NA,NA
Allan Bruce,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9533,NA,NA,NA,NA
Ishmael Bruce,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7377,NA,NA,NA,NA
William Bruce,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6090,NA,NA,NA,NA
Drew Brueckner,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101372,NA,NA,NA,NA
Miluska Bruhova,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13162,NA,NA,NA,NA
Jason Brunet,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50061,NA,NA,NA,NA
Marcel Brunet,10861,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10861,NA,NA,"2430 Bank St #208, Ottawa, ON, CA, K1V 0T7",Ottawa
Michel Brunet,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10286,NA,NA,NA,NA
Mylene Brunet,503730,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503730,NA,NA,"3848 Innes Rd #101, Ottawa, ON, CA, K1W 0C8",Ottawa
Otto E. Brunet,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3081,NA,NA,NA,NA
Otto E. Brunet,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3700,NA,NA,NA,NA
Zoee Brunet,502743,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502743,NA,NA,"3848 Innes Rd #101, Ottawa, ON, CA, K1W 0C8",Ottawa
Arthur Bruni,5176,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5176,NA,NA,NA,NA
Raqueline Bruno De Sousa,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96438,NA,NA,NA,NA
Shawn Brunt,62141,Member,"Downtown Dental Centre, Family Practice",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62141,NA,"Downtown Dental Centre, Family Practice","273 Oxford St E, London, ON, CA, N6A 1V3",London
Caila Bruzzese,114580,Member,South Pelham Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114580,NA,South Pelham Dental,"589 South Pelham Rd #6, Welland, ON, CA, L3C 3C7",Welland
David Bryant,65560,Member,Bowmanville Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65560,NA,Bowmanville Dental,"243 King St E #122, Bowmanville, ON, CA, L1C 3X1",Bowmanville
Stephen Bryant,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12828,NA,NA,NA,NA
Graham Brydges,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9132,NA,NA,NA,NA
Robert Brygider,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13372,NA,NA,NA,NA
Mawj Brykea,502748,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502748,NA,NA,"243 King St E #122, Bowmanville, ON, CA, L1C 3X1",Bowmanville
Peter Brymer,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6563,NA,NA,NA,NA
Michael Buba,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6993,NA,NA,NA,NA
John Bubanovich,13819,Member,Century City Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13819,NA,Century City Dental,"5025 Heatherleigh Ave #9, Mississauga, ON, CA, L5V 2Y7",Mississauga
Malgorzata Bubienczyk,38978,Member,Dentistry on Dixie,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38978,NA,Dentistry on Dixie,"3615 Dixie Rd #1, Mississauga, ON, CA, L4Y 4H4",Mississauga
Brenda Bubnik,65790,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65790,NA,NA,"22 Poulin St E PO Box 160, Azilda, ON, CA, P0M 1B0",Azilda
Iva Bubnik,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6932,NA,NA,NA,NA
Deanna Bubola,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72363,NA,NA,NA,NA
Justin Bubola,101065,Member,Coronation Dental Specialty Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101065,"Oral Pathologist
 Practitioner in Oral Medicine",Coronation Dental Specialty Group,"350 Conestoga Blvd #B17, Cambridge, ON, CA, N1R 7L7",Cambridge
Robert Bubola,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9246,NA,NA,NA,NA
Rowena Bucad-Javier,38136,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38136,NA,NA,"127 Lebovic Ave #2 & 3, Toronto, ON, CA, M1L 0J2",Toronto
Gino Bucciarelli,9531,Member,Rosedale Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9531,NA,Rosedale Dental Centre,"890 Yonge St, Streel Level Unit #4, Toronto, ON, CA, M4W 3P4",Toronto
Robert Bucciarelli,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7196,NA,NA,NA,NA
Halina Buchalska,12324,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12324,NA,NA,"2323 Bloor St W #214, Toronto West, ON, CA, M6S 4W1",Toronto West
